,age,education-num,race,gender,capital-gain,capital-loss,hours-per-week,income,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife
22975,50,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22976,77,9,1,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22977,27,11,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22978,29,9,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22979,39,10,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22980,32,10,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22981,24,13,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22982,50,14,1,1,7688,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22983,32,9,1,1,0,0,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22984,26,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22985,49,13,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22986,38,11,1,1,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22987,47,13,0,0,6497,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22988,31,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22989,38,9,1,1,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22990,50,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22991,18,7,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22992,59,14,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22993,56,10,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22994,34,9,1,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22995,32,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22996,29,13,1,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22997,29,10,0,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22998,42,13,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22999,37,10,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23000,36,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23001,59,14,1,0,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0
23002,32,13,1,1,99999,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23003,52,9,1,1,0,0,56,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23004,39,15,1,0,14084,0,35,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23005,39,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23006,69,13,1,0,2346,0,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23007,43,9,1,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23008,39,11,1,1,0,1628,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23009,19,10,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23010,60,11,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23011,51,9,0,1,3137,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23012,75,10,1,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23013,37,11,0,0,5455,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23014,20,7,0,1,594,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23015,58,9,1,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23016,21,14,1,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23017,28,9,1,1,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23018,40,6,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23019,45,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23020,40,15,1,0,15024,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23021,41,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23022,58,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23023,44,11,1,1,7688,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23024,26,9,1,1,0,0,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23025,29,12,1,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23026,45,14,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23027,23,12,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23028,39,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23029,45,16,1,1,15024,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23030,51,14,1,1,15024,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23031,22,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23032,67,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23033,28,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23034,23,10,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23035,33,9,0,1,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23036,37,11,1,1,0,0,43,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23037,19,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23038,90,2,0,0,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23039,35,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23040,62,4,1,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23041,20,10,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23042,25,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23043,21,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23044,32,10,1,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23045,32,13,1,0,5013,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23046,70,9,1,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23047,65,6,1,1,9386,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23048,57,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23049,31,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23050,37,13,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23051,34,9,1,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23052,26,10,1,1,0,0,78,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23053,44,10,1,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23054,66,4,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23055,39,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23056,31,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23057,53,11,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23058,36,9,1,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23059,61,5,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23060,43,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23061,38,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23062,26,9,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23063,58,5,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23064,37,9,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23065,56,4,1,1,0,0,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23066,36,10,1,1,0,0,60,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23067,29,9,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23068,28,6,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23069,61,16,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23070,66,5,1,1,0,0,25,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23071,31,10,1,1,7298,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23072,21,12,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23073,67,9,1,1,6418,0,58,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23074,26,9,1,1,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23075,21,10,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23076,33,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23077,33,9,1,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23078,59,13,1,1,10605,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23079,82,4,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23080,34,16,1,0,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23081,29,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23082,19,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23083,57,9,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23084,41,10,1,1,99999,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23085,55,6,0,1,2580,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23086,27,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23087,33,9,1,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23088,43,10,0,1,0,0,50,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23089,72,10,1,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23090,68,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23091,29,9,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23092,41,13,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23093,30,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23094,54,3,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23095,32,12,1,0,25236,0,50,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23096,56,9,1,0,0,1974,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23097,39,13,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23098,41,11,1,1,0,0,35,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23099,48,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23100,66,4,1,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23101,25,13,1,0,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23102,31,9,1,1,0,1573,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23103,32,12,1,1,2597,0,48,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23104,51,13,1,1,7688,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23105,42,9,0,0,0,2339,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23106,22,10,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23107,31,15,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23108,43,9,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23109,42,10,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23110,40,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23111,65,9,1,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23112,53,13,1,1,0,0,52,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23113,56,10,1,1,0,1902,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23114,51,16,1,1,7688,0,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23115,38,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23116,44,14,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23117,49,9,1,1,0,1902,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23118,47,9,0,1,8614,0,44,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23119,22,12,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23120,53,10,1,1,0,2444,45,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23121,41,10,1,1,0,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23122,19,9,1,1,0,2001,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23123,48,11,1,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23124,52,4,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23125,61,15,1,1,0,1902,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23126,29,5,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23127,41,10,1,1,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23128,38,10,0,1,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23129,32,10,1,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23130,37,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23131,55,6,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23132,62,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23133,48,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23134,43,10,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23135,25,9,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23136,47,9,1,0,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23137,49,13,1,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23138,55,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23139,42,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23140,40,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23141,34,11,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23142,38,9,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23143,39,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23144,45,12,1,0,0,0,55,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23145,43,12,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23146,32,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23147,18,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23148,27,14,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23149,57,12,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23150,38,9,1,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23151,67,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23152,26,7,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23153,21,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23154,17,6,1,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23155,31,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23156,51,12,0,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23157,29,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23158,28,13,1,1,0,0,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23159,32,12,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23160,31,10,1,1,3464,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23161,26,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23162,28,13,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23163,40,14,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23164,51,4,1,1,0,0,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23165,62,10,0,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23166,54,6,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23167,55,9,1,0,0,0,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23168,24,9,1,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23169,27,14,1,1,0,0,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23170,18,9,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23171,21,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23172,50,14,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23173,38,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23174,39,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23175,27,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23176,35,7,0,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23177,51,10,1,1,0,1977,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23178,60,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23179,62,10,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23180,38,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23181,37,10,0,1,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23182,43,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23183,49,10,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23184,17,6,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23185,32,9,1,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23186,23,13,1,0,0,0,38,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23187,28,13,1,1,0,1887,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23188,83,13,1,1,0,2392,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23189,25,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23190,42,13,1,1,0,1485,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23191,46,7,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23192,44,14,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23193,60,15,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23194,24,10,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23195,17,6,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23196,76,7,1,0,0,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23197,31,12,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23198,52,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23199,73,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23200,38,9,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23201,48,9,0,0,0,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23202,60,6,1,0,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23203,26,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23204,20,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23205,54,16,1,0,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23206,50,9,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23207,20,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23208,23,10,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23209,35,11,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23210,43,6,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23211,50,9,1,1,0,0,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23212,58,2,0,1,0,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23213,29,13,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23214,47,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23215,39,9,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23216,63,9,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23217,27,9,1,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23218,62,7,0,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23219,38,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23220,25,9,1,1,0,0,65,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23221,31,9,1,1,0,0,52,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23222,40,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23223,42,16,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23224,52,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23225,46,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23226,31,10,1,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23227,33,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23228,58,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23229,52,9,1,1,4934,0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,0
23230,25,13,1,1,13550,0,35,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23231,54,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23232,46,14,1,1,0,1740,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23233,28,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23234,24,4,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23235,39,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23236,60,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23237,22,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23238,27,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23239,35,13,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23240,47,13,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23241,33,13,1,0,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23242,40,13,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23243,38,13,1,1,5178,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23244,54,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23245,39,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23246,60,4,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23247,32,14,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23248,19,10,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23249,49,9,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23250,31,7,1,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23251,29,9,1,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23252,39,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23253,42,14,1,1,15024,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23254,26,9,1,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23255,27,11,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23256,52,5,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23257,50,10,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23258,51,9,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23259,51,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23260,40,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23261,61,4,0,1,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23262,35,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23263,41,9,0,0,0,0,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23264,31,14,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23265,43,9,1,1,0,1902,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23266,20,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23267,35,10,1,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23268,30,10,1,1,0,1672,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23269,42,15,1,1,0,1887,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23270,51,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23271,69,5,1,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23272,63,5,1,1,5178,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23273,29,10,0,0,2174,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23274,21,10,1,1,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23275,24,13,1,1,0,0,55,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23276,55,9,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23277,42,9,1,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23278,48,7,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23279,31,13,1,0,0,0,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23280,52,11,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
